Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts h2o2 Replicate 1	Raw Counts h2o2 Replicate 2	Normalized Counts h2o2 Replicate 1	Normalized Counts h2o2 Replicate 2	RPKM h2o2	Expression h2o2	Raw Counts expon Replicate 1	Raw Counts expon Replicate 2	Normalized Counts expon Replicate 1	Normalized Counts expon Replicate 2	RPKM expon	Expression expon	Raw Counts stat Replicate 1	Raw Counts stat Replicate 2	Raw Counts stat Replicate 3	Normalized Counts stat Replicate 1	Normalized Counts stat Replicate 2	Normalized Counts stat Replicate 3	RPKM stat	Expression stat	pValue h2o2 vs expon	qValue h2o2 vs expon	pValue h2o2 vs stat	qValue h2o2 vs stat	pValue expon vs stat	qValue expon vs stat
1548839	1548839	1549069	1549069	+	SSO8725	SSO8725	First ORF in transposon ISC1491	625	518	17372	20511	62	81	203	202	4489	6063	24	22	240	266	215	14909	12778	14550	25	60	3.299718579733169E-34	3.950778437965136E-32	7.905503947231906E-5	2.4150965444291386E-4	2.91211439379046E-14	1.0
	1549199	1549657		+	SSO1697	SSO1697	Second ORF in transposon ISC1491	75	94	2096	3740	4	6	31	20	686	607	1	1	94	120	104	5877	5803	7021	5	13	1.6266881188605976E-40	1.0	0.05533682386509058	1.0	1.1489855859946874E-229	1.0
	1549654	1550073		+	SSO1699	SSO1699	Orf in transposon ISC1491	27	55	766	2206	2	3	18	15	413	476	1	1	49	68	57	3087	3298	3905	3	8	1.1511170009842474E-21	1.0	0.005236247350762941	1.0	2.920561066183391E-145	1.0
	1550775	1550386	1550153	-	SSO1701	SSO1701	hypothetical protein	3241	2955	89982	116899	201	265	2555	2205	56342	66057	169	156	5210	7577	4974	322539	363807	335582	366	873	1.722018580478305E-5	1.963605802574712E-4	7.659379831087405E-4	0.002218013898993032	1.4978034147899277E-70	7.460259248385671E-70
1551014	1551014	1550775		-	NA	NA	Novel protein	3931	2496	109122	98728	340	433	2065	2131	45539	63844	242	227	3821	5145	3874	236545	247069	261410	430	1034	5.815062795964722E-7	8.459014244784197E-6	0.20277528732299097	0.4644882041475136	1.127542001174695E-42	4.661405378030313E-42
	1552050	1551295		-	SSO1703	SSO1703	Partial transposase ISC1359	89	61	2483	2445	2	3	41	30	917	917	1	1	42	55	29	2620	2665	1960	1	3	7.781014521546489E-15	1.0	0.22132394382292406	1.0	9.361016607278877E-13	1.0
	1552366	1553097	1553097	+	SSO1704	SSO1704	First ORF in transposon ISC1229	997	1164	27682	46065	37	50	290	302	6397	9048	11	10	192	286	162	11930	13755	10955	7	16	1.0944195049692036E-71	1.0	5.11537036108508E-27	1.0	0.0020843829277067344	1.0
1553115	1553115	1553609		+	SSO1705	SSO1705	First ORF in transposon ISC1048	7576	9132	210323	361216	428	577	5665	4171	124923	124918	275	252	3511	3864	2759	217338	185564	186140	164	396	2.2500952328341816E-8	4.2710649145200044E-7	0.0012236860988640126	0.003482024520807743	0.014958987138780666	0.030778140755468746
	1553572	1554099		+	SSO1706	SSO1706	Second ORF in transposon ISC1048	1894	3495	52602	138246	129	180	2691	1798	59334	53870	117	107	2302	2821	1859	142529	135471	125474	106	254	1.5757081468251163E-5	1.8234867885005902E-4	0.5565939749098854	1.0	5.807485501307541E-9	1.491642109370493E-8
	1554089	1554484	1554484	+	SSO1708	SSO1708	Second ORF in transposon ISC1229	148	283	4118	11203	13	19	136	69	3014	2075	7	6	365	687	345	22651	33022	23339	28	66	3.097071718341954E-23	1.0	1.509678907828369E-4	1.0	0.0	1.0
	1555338	1554739	1554739	-	SSO1709	SSO1709	hypothetical protein	244	239	6787	9477	10	13	287	171	6333	5147	10	9	107	170	121	6661	8168	8223	5	12	1.440678402910426E-4	1.0	0.01482165578944599	1.0	0.069488654841542	1.0
1556732	1556732	1555338		-	SSO1710	SSO1710	hypothetical protein	999	1190	27745	47066	19	26	1912	1275	42166	38209	31	28	968	1134	932	59977	54486	62925	17	42	0.0873301267252182	1.0	0.9385573349992158	1.0	0.012876848892916596	1.0
	1557625	1557188		-	SSO1711	SSO1711	hypothetical protein	36	53	1015	2118	2	3	140	72	3106	2169	6	6	59	89	42	3693	4311	2863	3	8	0.41269829776767747	1.0	0.005490156688803677	1.0	0.01392213933165028	1.0
	1558011	1559351		+	SSO1712	SSO1712	hypothetical protein	0	0	0	25	0	0	0	3	0	91	0	0	1	6	1	96	329	124	0	0	5.416553616818036E-5	1.0	2.2106887825259872E-74	1.0	1.7311346058041149E-15	1.0
	1560048	1559572		-	SSO1714	SSO1714	hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0
	1560255	1560485		+	SSO8760	SSO8760	First ORF in transposon ISC1491	61	60	1711	2381	6	8	15	19	333	586	2	1	21	25	18	1299	1238	1274	2	5	1.8493274480878772E-42	1.0	5.030153798752207E-4	1.0	4.872500854612354E-13	1.0
1561034	1561029	1560502	1560502	-	SSO1717	SSO1717	Second ORF in transposon ISC1048	1715	3383	47607	133829	122	171	2675	1766	58993	52899	116	105	2099	2512	1759	129929	120633	118695	97	233	4.130897884108852E-5	4.134882673064584E-4	0.48046864620581337	1.0	2.344164024882156E-7	5.696629671708159E-7
1561487	1561487	1561035	1561035	-	SSO1719	SSO1719	First ORF in transposon ISC1048	8504	10482	236074	414576	532	718	6244	4584	137684	137294	331	303	3902	4190	3118	241558	201202	210423	199	480	5.523951186964882E-9	1.1941708364598388E-7	6.618460275948919E-4	0.001923741068069933	0.014770049483544784	0.030409500027959602
	1561586	1562044		+	SSO1720	SSO1720	Second ORF in transposon ISC1491	30	47	852	1866	2	2	13	6	301	194	0	0	42	54	49	2615	2594	3314	2	6	3.9544270733133746E-54	1.0	0.015271169823803641	1.0	1.2347688996333176E-278	1.0
	1562041	1562457		+	SSO1722	SSO1722	Orf in transposon ISC1491	9	11	257	462	0	0	3	2	72	67	0	0	13	19	11	836	956	778	0	2	3.3455156472859114E-30	1.0	9.012661351010892E-4	1.0	1.1999256409290478E-186	1.0
	1563754	1563182		-	SSO1725	SSO1725	hypothetical protein	7	4	210	163	0	0	17	8	392	248	0	0	3	6	0	225	307	0	0	0	0.18586715698854026	1.0	0.7515326191443596	1.0	0.07284518308742169	1.0
	1563917	1564804		+	SSO1726	SSO1726	hypothetical protein	0	0	0	0	0	0	0	0	0	21	0	0	7	11	3	458	571	266	0	0	0.007674577779348635	1.0	1.0	1.0	1.0	1.0
	1564797	1565336		+	SSO1727	SSO1727	hypothetical protein	1	0	43	0	0	0	0	0	0	0	0	0	1	0	1	89	42	98	0	0	3.31779670689032E-10	1.0	7.79049953810014E-11	1.0	1.0	1.0
1565429	1565429	1566493		+	SSO1728	SSO1728	Transposase ISC1217	2538	1433	70460	56703	47	59	2090	1738	46086	52052	49	46	241	304	212	14967	14609	14317	5	13	0.002987275117331371	1.0	3.4775588724746302E-65	1.0	2.942983932923089E-33	1.0
	1566444	1569419		+	SSO1729	SSO1729	hypothetical protein	0	1	13	52	0	0	0	1	0	42	0	0	0	1	0	0	53	58	0	0	0.06943384839527582	1.0	0.5150422536227316	1.0	0.010422407186131069	1.0
	1569416	1570360		+	SSO1730	SSO1730	hypothetical protein	0	0	0	34	0	0	0	0	14	0	0	0	0	1	0	42	58	0	0	0	0.0022659955152672766	1.0	0.005636690964144324	1.0	2.965199240600127E-11	1.0
	1571558	1570608		-	SSO1731	SSO1731	Transposase ISC1190	186	117	5190	4635	4	5	101	100	2235	3017	2	2	71	163	76	4400	7862	5186	2	6	5.5514752865988835E-8	1.0	0.28731951889101986	1.0	3.2864980602930476E-9	1.0
	1571734	1572228		+	SSO1732	SSO1732	Partial ORF in transposase ISC1217	80	39	2233	1580	3	3	57	52	1266	1585	3	2	9	17	13	590	855	936	0	1	0.002631063334883001	1.0	2.0913519582281292E-8	1.0	0.005601052094669511	1.0
	1573257	1572325		-	SSO1735	SSO1735	Partial transposase ISC1359	335	143	9308	5679	6	8	248	238	5478	7127	7	6	60	92	48	3724	4424	3239	1	4	0.004520246614739908	1.0	9.563791387221998E-7	1.0	0.009916378642888427	1.0
	1573177	1574229	1574229	+	SSO1734	SSO1734	dTDP-Glucose 4,6-dehydratase (rfbB-2)	163	155	4541	6163	3	5	47	39	1041	1193	1	1	219	534	146	13563	25656	9853	6	15	1.512522939567487E-57	1.0	0.0010761159341114727	1.0	0.0	1.0
1575296	1575296	1575508	1575815	+	SSO1736	SSO1736	hypothetical protein	29690	14414	824158	570092	2636	3272	74372	67141	1639768	2010816	9211	8569	70818	90576	52257	4383602	4348811	3525613	8073	19183	0.17935204667442678	0.5616930797761475	1.8757388622105196E-4	5.652638023292689E-4	0.014059923559073024	0.02906277691858853
1576489	1576487	1575540	1575528	-	SSO1739	SSO1739	hypothetical protein	2028	1846	56313	73013	51	68	3663	2955	80771	88510	96	89	8329	12239	6928	515605	587630	467450	233	552	0.5097819186803926	1.0	4.603668790193586E-30	2.6490242040430005E-29	4.7819524038280696E-79	2.485178269301633E-78
1576693			1576579	-	-	predicted RNA	-	6113	2152	169692	85133	915	1107	3845	2607	84777	78091	777	708	1355	2090	1419	83904	100392	95796	340	811	2.2196756109646665E-4	0.0019035399936454564	7.812626306479754E-4	0.0022581899435535255	0.604183683277463	1.0
	1577282	1577010		-	SSO8813	SSO8813	hypothetical protein	63	53	1760	2134	5	7	61	46	1347	1386	5	5	71	111	57	4434	5332	3883	7	16	7.733828469217858E-4	1.0	0.008069070241490782	1.0	5.429606651956671E-24	1.0
1578607	1578607	1579065	1579065	+	SSO1740	SSO1740	hypothetical protein	1192	790	33093	31266	54	70	987	689	21780	20650	50	46	375	418	340	23217	20095	22950	19	48	2.4754646178151173E-6	1.0	3.516837677113074E-5	1.0	0.6010878997985899	1.0
	1580329	1579814	1579814	-	SSO1741	SSO1741	Terminal quinol oxidase, subunit II (doxA)	179	197	4977	7811	9	12	351	344	7743	10331	18	17	344	602	476	21338	28920	32171	22	53	0.5306928849096058	1.0	3.7665926880313375E-9	1.0	1.9493350938088538E-24	1.0
1580877	1580877	1580326		-	SSO1742	SSO1742	Terminal quinol oxidase, subunit (doxD)	174	187	4832	7407	8	11	385	306	8502	9188	17	16	355	508	364	22024	24391	24611	17	42	0.6096037623150359	1.0	4.979674616593476E-7	1.0	1.870018060224634E-17	1.0
	1581819	1581265	1581265	-	SSO1744	SSO1744	Second ORF in transposon ISC1058	1057	726	29356	28728	40	52	965	707	21283	21197	41	38	823	954	686	50975	45806	46302	35	85	4.2585680627804774E-5	1.0	0.9547649787661324	1.0	6.64351034557154E-12	1.8399686570964596E-11
1582051	1582051	1581734		-	SSO1745	SSO1745	First ORF in transposon ISC1058	589	355	16373	14049	37	47	540	443	11924	13270	42	39	435	521	404	26942	25055	27309	34	83	0.0022751725364997246	1.0	0.720600588250805	1.0	2.802370929904266E-8	7.018327196131923E-8
1582412	1582412	1582642		+	NA	NA	Novel protein	164	104	4557	4129	14	18	150	104	3322	3120	15	13	386	505	352	23895	24284	23798	43	103	6.905163168330035E-4	1.0	4.337827090754111E-17	2.009472579392492E-16	3.470438704750044E-177	2.3283352775618293E-176
	1582629	1583024	1583033	+	SSO1746	SSO1746	hypothetical protein	314	181	8740	7184	15	20	274	204	6041	6135	16	15	677	1043	770	41947	50088	52001	50	121	8.784320371562097E-4	1.0	4.338736044032049E-18	2.040254577805403E-17	2.670217595996985E-203	1.9021481410385846E-202
1583348	1583348	1583689	1583696	+	SSO1747	SSO1747	Partial transposase in ISC1234	246	218	6853	8634	17	22	172	243	3799	7296	16	16	179	410	183	11112	19725	12401	18	42	2.0171335284739452E-4	1.0	0.6904470047339286	1.0	2.776396633908417E-13	1.0
	1584094	1584663		+	SSO1748	SSO1748	First ORF in transposon ISC1395	85	110	2371	4367	4	5	76	54	1677	1623	3	2	119	207	77	7393	9957	5248	5	13	3.451986402797587E-9	1.0	0.054876749543726504	1.0	7.651710553595254E-54	1.0
	1585149	1584580	1584580	-	SSO1749	SSO1749	Second ORF in transposon ISC1078	1349	839	37448	33197	48	61	898	626	19805	18753	37	33	625	1204	616	38690	57840	41603	34	80	2.9124143153257373E-9	1.0	0.3844554314247575	0.8276692655776419	9.155229278630565E-14	2.6811127699319805E-13
1585603	1585568	1585110		-	SSO1750	SSO1750	First ORF in transposon ISC1078	3633	2439	100858	96493	168	214	1262	1083	27846	32462	70	65	782	1151	733	48429	55296	49516	46	111	1.200592481154693E-25	1.0101201064417728E-23	5.035065373839246E-9	1.8615390152923484E-8	8.778227120434837E-4	0.0018963650954832512
	1585642	1586121		+	SSO1751	SSO1751	Second ORF in transposon ISC1395	4	7	113	309	0	0	5	5	117	160	0	0	13	9	4	836	476	327	0	1	0.012996319695555333	1.0	5.122833032421719E-4	1.0	2.4159765044507446E-19	1.0
1587105	1587105	1588097	1588337	+	SSO1752	SSO1752	hypothetical protein	10939	20134	303663	796339	396	553	19752	13868	435513	415356	469	428	70521	87843	62535	4365245	4217586	4219019	1790	4297	0.05473484409467102	0.21705677664549158	1.065316534743462E-7	3.7346062755139606E-7	6.317004239623577E-108	3.634904657661404E-107
1589734	1589734	1589036		-	SSO1755	SSO1755	hypothetical protein	912	536	25317	21221	26	33	1449	1093	31960	32743	50	46	178	219	185	11039	10528	12522	6	16	0.5711259645246862	1.0	3.3849328660140016E-11	1.0	1.9278227071708192E-20	1.0
	1591355	1590345	1590345	-	SSO1757	SSO1757	Potassium channel protein, putative	984	764	27325	30230	21	28	1080	797	23831	23871	25	23	247	381	258	15310	18318	17425	7	16	0.0010133995702842464	1.0	1.2926120670626943E-7	1.0	0.016470022703399548	1.0
1592821	1592820	1592485	1592477	-	SSO1758	SSO1758	hypothetical protein	293	326	8159	12902	23	31	202	191	4463	5729	16	15	304	499	329	18858	23978	22232	27	64	6.553199666565884E-10	1.0	0.29271194328795647	1.0	6.991727451497329E-47	1.0
1593184	1593184	1592927	1592846	-	NA	NA	Novel protein	1233	816	34245	32281	101	128	559	498	12344	14937	56	52	615	772	581	38094	37076	39215	61	147	4.381384420984972E-15	1.868390370209071E-13	0.18485787115933	0.4265845462705666	7.611227584979808E-18	2.400582722597988E-17
	1594043	1595182		+	SSO1759	SSO1759	Protease, putative	123	94	3424	3728	2	3	196	130	4323	3894	3	3	53	106	68	3305	5092	4593	1	3	0.232468577950293	1.0	0.5239824835855355	1.0	0.48393306640652	1.0
1595479	1595479	1595237	1595192	-	SSO8861	SSO8861	hypothetical protein	11813	3565	327920	141002	806	964	10285	8461	226779	253416	1069	988	3333	4080	2936	206329	195895	198118	342	823	0.09329968585779246	0.3369990765020428	0.012908669964100656	0.033921538329416585	0.2537432073631501	0.48371255635118565
1596495	1596495	1595911		-	SSO1760	SSO1760	Orf in partial transposon ISC1778	1807	1405	50184	55582	69	90	1712	1415	37749	42399	74	68	133	181	165	8274	8710	11145	6	16	6.433756668290471E-4	0.004861234103977727	4.351803424319725E-114	4.16835817227917E-113	2.278017859731676E-56	1.0443990570463486E-55
	1597291	1596569		-	SSO1762	SSO1762	hypothetical protein	92	73	2573	2925	2	3	86	90	1908	2719	3	3	44	37	36	2724	1810	2456	1	3	0.010305159304521062	1.0	0.05680414724742963	1.0	0.5590359513431745	1.0
	1598331	1597288		-	SSO1763	SSO1763	hypothetical protein	95	77	2654	3064	2	2	124	100	2747	3019	2	2	55	87	33	3426	4185	2253	1	3	0.09773552155515003	1.0	0.5765082132479219	1.0	0.18811955697666674	1.0
	1598818	1598378		-	SSO1764	SSO1764	hypothetical protein	89	54	2478	2160	4	5	69	56	1535	1704	3	3	45	57	26	2820	2755	1819	2	5	4.8541557841917237E-4	1.0	0.40564240687444364	1.0	0.002175720517222003	1.0
	1599287	1598847		-	SSO1765	SSO1765	hypothetical protein	19	20	531	791	1	1	19	12	430	367	0	0	35	47	31	2180	2278	2138	2	4	3.4413050878263804E-4	1.0	8.914193286337274E-9	1.0	1.458260829577994E-63	1.0
	1599439	1599594		+	SSO8869	SSO8869	Ferredoxin (Amino-end fragment) (zfx-2)	2	7	67	294	0	1	2	4	55	124	0	0	1	3	1	85	175	119	0	0	9.63156668087266E-5	1.0	0.22410871731858104	1.0	0.03385183941174883	1.0
1600218	1600218	1599778	1599778	-	SSO1766	SSO1766	Second ORF in transposon ISC1212	165	132	4588	5232	8	11	111	109	2461	3265	6	6	661	1097	640	40949	52691	43189	43	103	1.679452258848126E-6	1.0	2.848286592965297E-58	2.091206642429474E-57	0.0	0.0
1600705	1600553	1600302	1600219	-	SSO8875	SSO8875	First ORF in transposon ISC1212	517	324	14359	12829	42	53	394	311	8695	9331	38	35	1598	2318	1526	98956	111337	103000	173	414	7.0692058278149805E-6	1.0	9.541895082117152E-37	5.893634799728313E-36	0.0	0.0
1601031	1601031	1601933	1601949	+	SSO1767	SSO1767	hypothetical protein	133	209	3693	8273	4	6	256	180	5651	5413	6	6	2176	2801	2208	134723	134499	148968	64	154	0.01965386290881959	1.0	0.0	0.0	0.0	0.0
	1601950	1603074		+	SSO1768	SSO1768	hypothetical protein	76	73	2130	2890	1	2	99	80	2188	2406	2	2	259	296	214	16077	14220	14446	5	13	0.03219356355048859	1.0	2.2341383025860232E-26	1.0	2.145822592922118E-131	1.0
	1603598	1603299		-	SSO1769	SSO1769	Orf in transposon ISC1491	22	29	617	1148	2	2	10	6	224	186	0	0	56	71	60	3506	3428	4103	5	12	6.256595989795602E-26	1.0	2.9993694898670455E-14	1.0	0.0	1.0
1604340	1604332	1603595		-	SSO1772	SSO1772	First ORF in transposon ISC1491	862	705	23949	27890	27	35	292	279	6458	8357	10	10	489	538	486	30293	25841	32796	16	40	3.1576457772729317E-34	1.0	0.15019690326813478	1.0	2.123586539976129E-43	1.0
	1605760	1604963		-	SSO1773	SSO1773	Multidrug-efflux transporter	142	189	3961	7506	5	7	242	102	5354	3057	5	5	71	115	81	4438	5553	5480	2	6	4.364559269992846E-4	1.0	0.027381068628412098	1.0	0.13369598577312258	1.0
1606985	1606950	1606108	1606108	-	SSO1774	SSO1774	hypothetical protein	11942	21190	331501	838111	498	693	15979	9224	352322	276264	414	372	9285	13338	8358	574762	640412	563905	295	703	3.653354047086701E-4	0.0029463448571453114	0.15098272217041236	0.35365629354137973	0.0014011219513080076	0.0030059907887124934
1607229	1607225	1606986	1606986	-	SSO8892	SSO8892	hypothetical protein	34832	40686	966913	1609168	3995	5366	12477	8041	275107	240843	1185	1074	12793	14380	11674	791903	690462	787660	1302	3152	2.5905332578495244E-33	2.986788900624285E-31	0.0062011770862331434	0.016655965719968743	7.867969683790687E-10	2.0651761910320748E-9
	1607647	1608774	1608774	+	SSO1775	SSO1775	Transposase ISC1359	694	336	19289	13318	11	14	530	495	11697	14835	12	11	149	199	110	9237	9556	7479	3	7	0.0018109280321135877	1.0	7.985435203199569E-9	1.0	0.0029764791378450043	1.0
	1609060	1609854		+	SSO1777	SSO1777	hypothetical protein	7	4	197	184	0	0	6	1	144	50	0	0	13	20	12	848	998	860	0	1	1.4833694909163834E-4	1.0	1.9736742954847407E-17	1.0	6.254084357408381E-130	1.0
1611178	1611178	1610213	1610213	-	SSO1779	SSO1779	Transposase ISC1439	511	264	14200	10459	10	12	317	314	6994	9408	9	8	130	230	111	8067	11077	7488	3	9	1.5166606581828637E-5	1.0	1.0036071827936266E-4	1.0	0.6071253761382073	1.0
1611934	1611934	1613340	1613340	+	SSO1780	SSO1780	Polysaccharide biosynthesis related protein	1067	572	29628	22627	14	18	1969	1653	43416	49511	35	33	193	221	157	11966	10658	10630	3	7	0.5470770171652897	1.0	3.230007731396112E-15	1.0	1.3364920066561559E-53	1.0
	1614982	1614044		-	SSO1781	SSO1781	dTDP-Glucose 4,6-dehydratase (rfbB-3)	17	7	475	291	0	0	8	13	190	393	0	0	5	3	1	333	161	78	0	0	0.02397508269280904	1.0	0.0027026534436338195	1.0	0.3128641269707526	1.0
	1616013	1614979		-	SSO1782	SSO1782	Sugar phosphate nucleotydyl transferase	25	19	700	781	0	0	24	24	530	729	0	0	12	36	17	793	1733	1190	0	1	0.08721787566094932	1.0	0.17402071057084914	1.0	5.9436818010566115E-5	1.0
	1616639	1616016		-	SSO1783	SSO1783	dTDP-4-dehydrorhamnose reductase (rfbD-2)	32	27	888	1080	1	1	49	39	1088	1194	1	1	21	28	13	1355	1373	925	0	1	0.5121731769840734	1.0	0.9181572940911171	1.0	0.5018619288415213	1.0
1617122	1617122	1617568		+	SSO1784	SSO1784	hypothetical protein	80	109	2229	4344	5	7	43	40	958	1202	2	2	436	661	401	26997	31752	27087	26	64	3.852414782439628E-20	1.0	5.064924471672528E-59	1.0	0.0	1.0
	1617553	1617747		+	SSO8906	SSO8906	hypothetical protein	10	26	293	1038	2	3	4	5	93	152	0	0	75	126	80	4682	6054	5447	11	27	9.699065190702788E-43	1.0	9.01156507858825E-72	1.0	0.0	1.0
	1618384	1619436		+	SSO1785	SSO1785	hypothetical protein	169	68	4702	2718	2	3	144	126	3185	3780	3	3	105	170	115	6517	8180	7765	2	7	0.03043857439400997	1.0	0.20722977253854222	1.0	3.7924550785278805E-8	1.0
1619999	1619999	1619724	1619650	-	SSO8910	SSO8910	hypothetical protein	290	232	8068	9200	24	31	268	240	5921	7207	25	23	1343	1744	1079	83149	83744	72851	121	289	6.305217254950784E-4	1.0	3.321484739954326E-49	2.2825125817831826E-48	0.0	0.0
1620381	1620381	1620638		+	NA	NA	Novel protein	868	620	24119	24539	73	94	878	631	19367	18910	81	74	390	452	274	24176	21744	18522	34	83	2.9774027811088426E-4	0.0024782499619229485	0.004752541750529459	0.012876120512966235	0.3348288712291601	0.6301827546169138
	1620614	1621045	1621127	+	SSO1786	SSO1786	hypothetical protein	659	750	18315	29690	41	55	1073	806	23676	24149	60	55	565	875	508	34975	42026	34274	36	85	0.019404429443910045	1.0	0.949172925196179	1.0	5.87867695298069E-4	0.0012788484524548487
1621252	1621252	1621977		+	SSO1787	SSO1787	hypothetical protein	2292	1777	63646	70318	71	92	4113	3399	90700	101805	143	132	552	797	626	34188	38299	42270	21	52	0.7624878712638672	1.0	1.516558244274036E-6	5.070940724409318E-6	5.700335516334073E-12	1.5829745283093637E-11
	1621977	1622483	1622483	+	SSO1788	SSO1788	hypothetical protein	59	83	1641	3293	3	4	232	136	5127	4100	10	9	88	138	69	5493	6649	4717	4	11	0.20107783849799338	1.0	0.01678992648124857	1.0	0.17329886689994334	1.0
1622939	1622939	1624333		+	SSO1789	SSO1789	hypothetical protein	999	1190	27745	47066	19	26	1912	1275	42166	38209	31	28	968	1134	932	59977	54486	62925	17	42	0.0873301267252182	1.0	0.9385573349992158	1.0	0.012876848892916596	1.0
	1624333	1624932	1624932	+	SSO1790	SSO1790	hypothetical protein	244	239	6787	9477	10	13	287	171	6333	5147	10	9	107	170	121	6661	8168	8223	5	12	1.440678402910426E-4	1.0	0.01482165578944599	1.0	0.069488654841542	1.0
	1625582	1625187	1625187	-	SSO1791	SSO1791	Second ORF in transposon ISC1229	148	283	4118	11203	13	19	136	69	3014	2075	7	6	365	687	345	22651	33022	23339	28	66	3.097071718341954E-23	1.0	1.509678907828369E-4	1.0	0.0	1.0
	1626099	1625572		-	SSO1793	SSO1793	Second ORF in transposon ISC1048	1894	3495	52602	138246	129	180	2691	1798	59334	53870	117	107	2302	2821	1859	142529	135471	125474	106	254	1.5757081468251163E-5	1.8234867885005902E-4	0.5565939749098854	1.0	5.807485501307541E-9	1.491642109370493E-8
1626556	1626556	1626062		-	SSO1794	SSO1794	First ORF in transposon ISC1048	7576	9132	210323	361216	428	577	5665	4171	124923	124918	275	252	3511	3864	2759	217338	185564	186140	164	396	2.2500952328341816E-8	4.2710649145200044E-7	0.0012236860988640126	0.003482024520807743	0.014958987138780666	0.030778140755468746
	1627305	1626574	1626574	-	SSO1795	SSO1795	First ORF in transposon ISC1229	997	1164	27682	46065	37	50	290	302	6397	9048	11	10	192	286	162	11930	13755	10955	7	16	1.0944195049692036E-71	1.0	5.11537036108508E-27	1.0	0.0020843829277067344	1.0
	1627621	1628376		+	SSO1796	SSO1796	Partial transposase ISC1359	89	61	2482	2441	2	3	41	29	916	897	1	1	39	55	28	2422	2660	1945	1	3	4.131674477192152E-15	1.0	0.17844083097000665	1.0	4.0483502695810485E-12	1.0
	1628412	1628729		+	SSO1798	SSO1798	Partial transposase in ISC1229	15	9	417	382	0	1	3	5	88	171	0	0	4	2	3	258	131	249	0	0	3.74166665644977E-12	1.0	0.006240853139118154	1.0	0.0062267415147321805	1.0
