GeneBeg	GeneEnd	Strand	OpensOperon	operon_ID	Locus	Protein.accession	primTSS
2802084	2802797	+	1	2081	SSO3050	NP_344360	NA
2802789	2804870	-	1	2082	SSO3051	NP_344361	2804878
2805291	2805923	+	1	2083	SSO3052	NP_344362	2805279
2806121	2808286	-	1	2084	SSO3053	NP_344363	2808296
2808423	2809529	+	1	2085	SSO3054	NP_344364	2808464
2809610	2811463	-	1	2086	SSO3055	NP_344365	2811466
2811643	2812542	+	1	2087	SSO3056	NP_344366	NA
2812735	2813703	+	1	2088	SSO3058	NP_344367	NA
2813690	2814661	+	0	2088	SSO3059	NP_344368	NA
2815262	2816473	-	0	2089	SSO3060	NP_344369	NA
2816503	2816748	-	1	2089	SSO11867	NP_344370	NA
2816852	2817589	+	1	2090	SSO3061	NP_344371	NA
2817591	2817854	-	1	2091	SSO11870	NP_344372	NA
2818016	2818387	-	1	2092	SSO3062	NP_344373	NA
2818966	2820033	+	1	2093	SSO3063	NP_344374	NA
2820276	2821817	+	1	2094	SSO3064	NP_344375	NA
2822074	2823936	+	1	2095	SSO3066	NP_344376	NA
2823972	2824829	+	0	2095	SSO3067	NP_344377	NA
2824836	2825723	+	0	2095	SSO3068	NP_344378	NA
2825729	2826844	+	0	2095	SSO3069	NP_344379	NA
2826964	2827695	+	1	2096	SSO3071	NP_344380	NA
2827669	2828577	-	1	2097	SSO3072	NP_344381	2828577
2828615	2829376	-	1	2098	SSO3073	NP_344382	NA
2830467	2831321	+	1	2099	SSO3074	NP_344383	NA
2831759	2832061	+	1	2100	SSO3075	NP_344384	NA
2831958	2832272	+	0	2100	SSO3076	NP_344385	NA
2832250	2832648	+	0	2100	SSO3077	NP_344386	NA
2832735	2832917	+	1	2101	SSO11909	NP_344387	NA
2833113	2833517	-	0	2102	SSO3078	NP_344388	NA
2833498	2833719	-	1	2102	SSO11914	NP_344389	2833719
2833968	2834108	+	1	2103	SSO11915	NP_344390	NA
2834188	2834448	+	0	2103	SSO11917	NP_344391	NA
2834502	2834732	+	1	2104	SSO11920	NP_344392	NA
2834843	2836114	+	1	2105	SSO3079	NP_344393	NA
2836233	2836898	+	1	2106	SSO3080	NP_344394	2836233
2836895	2837281	-	0	2107	SSO3081	NP_344395	NA
2837278	2837895	-	0	2107	SSO3082	NP_344396	NA
2837886	2838761	-	1	2107	SSO3083	NP_344397	NA
2838796	2839158	-	0	2108	SSO3084	NP_344398	NA
2839155	2839442	-	0	2108	SSO11934	NP_344399	NA
2839433	2840662	-	0	2108	SSO3085	NP_344400	NA
2840666	2840914	-	1	2108	SSO11939	NP_344401	2840926
2840996	2841343	-	0	2109	SSO3086	NP_344402	NA
2841324	2841725	-	1	2109	SSO3087	NP_344403	2841686
2841730	2842704	-	1	2110	SSO3088	NP_344404	NA
2843003	2844223	+	1	2111	SSO3089	NP_344405	NA
2844180	2845145	+	0	2111	SSO3090	NP_344406	NA
2845130	2845666	+	0	2111	SSO3091	NP_344407	NA
2845663	2846667	-	0	2112	SSO3092	NP_344408	NA
2846633	2847346	-	1	2112	SSO3093	NP_344409	2847349
2847639	2849297	+	1	2113	SSO3095	NP_344410	NA
2849348	2850010	+	1	2114	SSO3097	NP_344411	2849347
2850007	2850747	-	1	2115	SSO3098	NP_344412	2850749
2850831	2852477	-	1	2116	SSO3099	NP_344413	2852482
2852584	2853327	-	1	2117	SSO3100	NP_344414	NA
2853692	2854657	+	1	2118	SSO3101	NP_344415	NA
2855307	2856095	+	1	2119	SSO3103	NP_344416	NA
2856163	2856696	+	1	2120	SSO3104	NP_344417	NA
2856788	2858191	-	1	2121	SSO3105	NP_344418	2858191
2858222	2859898	-	1	2122	SSO3107	NP_344419	2859898
2860119	2860394	+	1	2123	SSO11972	NP_344420	NA
2860405	2861274	+	1	2124	SSO3108	NP_344421	NA
2861325	2861942	+	1	2125	SSO3110	NP_344422	NA
2861986	2862510	+	0	2125	SSO3111	NP_344423	NA
2862614	2862883	+	1	2126	SSO11979	NP_344424	2862611
2862884	2863234	-	0	2127	SSO3112	NP_344425	NA
2863231	2864388	-	0	2127	SSO3113	NP_344426	NA
2864385	2865143	-	1	2127	SSO3114	NP_344427	2865143
2866033	2866242	-	1	2128	SSO11986	NP_344428	NA
2866355	2867287	-	1	2129	SSO3115	NP_344429	NA
2867348	2868784	-	1	2130	SSO3117	NP_344430	2868784
2868858	2869754	+	1	2131	SSO3118	NP_344431	2868872
2869777	2871228	-	1	2132	SSO3120	NP_344432	2871213
2871528	2872829	+	1	2133	SSO3121	NP_344433	NA
2872826	2874160	-	0	2134	SSO3123	NP_344434	NA
2874196	2875317	-	1	2134	SSO3124	NP_344435	2875317
2875393	2876634	+	1	2135	SSO3125	NP_344436	NA
2876706	2878655	-	1	2136	SSO3127	NP_344437	2878655
2878899	2879300	-	0	2137	SSO3128	NP_344438	NA
2879278	2879523	-	1	2137	SSO12018	NP_344439	2879523
2879784	2881247	+	1	2138	SSO3129	NP_344440	NA
2881292	2882446	-	0	2139	SSO3130	NP_344441	NA
2882436	2883335	-	1	2139	SSO3131	NP_344442	2883336
2883400	2884029	+	1	2140	SSO3132	NP_344443	2883397
2884034	2884249	-	1	2141	NA	NA	2884249
2885076	2886074	-	1	2142	SSO3135	NP_344444	NA
2886391	2886876	+	1	2143	SSO3136	NP_344445	2886391
2886869	2887369	-	0	2144	SSO3138	NP_344446	NA
2887379	2888815	-	0	2144	SSO3139	NP_344447	NA
2888776	2890428	-	0	2144	SSO3140	NP_344448	NA
2890425	2890988	-	1	2144	SSO3141	NP_344449	NA
2891046	2892449	+	1	2145	SSO3142	NP_344450	2891044
2892479	2893825	-	1	2146	SSO3143	NP_344451	2893825
2893927	2895045	+	1	2147	SSO3144	NP_344452	2893927
2895037	2896206	-	0	2148	SSO3145	NP_344453	NA
2896247	2897035	-	1	2148	SSO3146	NP_344454	NA
2897100	2898353	+	1	2149	SSO3147	NP_344455	NA
2898515	2898775	-	1	2150	SSO12063	NP_344456	NA
2899166	2899429	-	0	2151	SSO12067	NP_344457	NA
2899440	2899601	-	1	2151	SSO12068	NP_344458	NA
2900316	2901368	-	1	2152	SSO3148	NP_344459	2901368
2901511	2902590	+	1	2153	SSO3149	NP_344460	NA
2902630	2903238	-	1	2154	SSO3150	NP_344461	NA
2903721	2904686	+	1	2155	SSO3151	NP_344462	NA
2905141	2905404	+	1	2156	SSO12083	NP_344463	NA
2905605	2906876	-	0	2157	SSO3153	NP_344464	NA
2906854	2907432	-	1	2157	SSO3154	NP_344465	2907433
2907619	2908212	+	1	2158	SSO3155	NP_344466	2907619
2908209	2908952	-	1	2159	SSO3157	NP_344467	NA
2908988	2909233	+	1	2160	SSO12093	NP_344468	2908988
2909237	2910094	+	0	2160	SSO3158	NP_344469	NA
2910069	2910863	+	0	2160	SSO3159	NP_344470	NA
2910849	2911883	-	0	2161	SSO3161	NP_344471	NA
2911880	2913283	-	1	2161	SSO3163	NP_344472	2913283
2913356	2914504	-	1	2162	SSO3165	NP_344473	2914436
2914470	2915096	+	1	2163	SSO3164	NP_344474	NA
2915194	2916072	-	1	2164	SSO3166	NP_344475	2916074
2916101	2916580	-	1	2165	SSO3167	NP_344476	NA
2916831	2917580	-	0	2166	SSO3168	NP_344477	NA
2917555	2918382	-	1	2166	SSO3169	NP_344478	NA
2918395	2918769	+	1	2167	SSO3170	NP_344479	NA
2918803	2919381	+	1	2168	SSO3171	NP_344480	NA
2919359	2920627	+	0	2168	SSO3172	NP_344481	NA
2920754	2921149	+	1	2169	SSO3174	NP_344482	2920754
2921283	2922686	+	1	2170	SSO3175	NP_344483	NA
2922727	2923095	+	1	2171	SSO3176	NP_344484	2922726
2923351	2923839	+	1	2172	SSO3177	NP_344485	2923350
2924258	2924584	+	1	2173	SSO3178	NP_344486	NA
2924591	2925370	-	1	2174	SSO3179	NP_344487	2925371
2925963	2926160	+	1	2175	SSO12127	NP_344488	NA
2926180	2927595	-	1	2176	SSO3180	NP_344489	2927603
2927727	2928887	-	1	2177	SSO3181	NP_344490	2928887
2928941	2930848	+	1	2178	SSO3182	NP_344491	NA
2930867	2931259	-	1	2179	SSO3183	NP_344492	2931259
2931358	2932581	-	0	2180	SSO3184	NP_344493	NA
2932565	2932759	-	1	2180	SSO12142	NP_344494	2932772
2932955	2933272	-	1	2181	SSO3185	NP_344495	2933274
2933310	2933801	-	1	2182	SSO3186	NP_344496	NA
2933794	2934696	-	1	2183	SSO3187	NP_344497	2934696
2934749	2935120	-	1	2184	SSO3188	NP_344498	NA
2935330	2936877	+	1	2185	SSO3189	NP_344499	2935330
2937943	2939055	-	1	2186	SSO3191	NP_344500	2939056
2939133	2940071	-	1	2187	SSO3192	NP_344501	2940074
2940120	2941649	-	1	2188	SSO3194	NP_344502	2941649
2941689	2942630	-	1	2189	SSO3195	NP_344503	2942630
2942640	2943566	-	0	2190	SSO3197	NP_344504	NA
2943527	2944714	-	1	2190	SSO3198	NP_344505	2944714
2944751	2945137	+	1	2191	SSO3199	NP_344506	NA
2945105	2945491	-	0	2192	SSO3200	NP_344507	NA
2945488	2946087	-	1	2192	SSO3201	NP_344508	2946087
2946137	2947924	-	1	2193	SSO3202	NP_344509	NA
2948037	2949995	+	1	2194	SSO3203	NP_344510	NA
2949984	2951066	-	1	2195	SSO3204	NP_344511	2951066
2951576	2952409	+	1	2196	SSO3205	NP_344512	2951576
2952434	2952814	+	1	2197	SSO3206	NP_344513	2952434
2952814	2952999	-	1	2198	NA	NA	2953019
2953037	2955046	-	1	2199	SSO3207	NP_344514	2955046
2955190	2955987	-	1	2200	SSO3209	NP_344515	NA
2955990	2957621	-	1	2201	SSO3210	NP_344516	2957603
2957760	2959016	+	1	2202	SSO3211	NP_344517	2957759
2959013	2959447	-	1	2203	SSO3212	NP_344518	NA
2959531	2960316	+	1	2204	SSO3213	NP_344519	2959530
2960304	2960360	-	0	2205	NA	NA	NA
2960332	2962644	-	1	2205	SSO3214	NP_344520	2962645
2962648	2962899	-	0	2206	SSO12199	NP_344521	NA
2962883	2963272	-	1	2206	SSO3215	NP_344522	2963251
2963286	2964722	+	1	2207	SSO3216	NP_344523	2963286
2964929	2965630	-	1	2208	SSO3217	NP_344524	NA
2965911	2966117	-	1	2209	SSO12210	NP_344525	NA
2966938	2967834	-	1	2210	SSO3218	NP_344526	2967834
2967851	2968612	-	1	2211	SSO3219	NP_344527	2968613
2968706	2969605	+	1	2212	SSO3220	NP_344528	NA
2969724	2971064	-	1	2213	SSO3224	NP_344529	NA
2971123	2972241	-	0	2214	SSO3225	NP_344530	NA
2972253	2973071	-	1	2214	SSO3226	NP_344531	NA
2973081	2973752	-	0	2215	SSO3227	NP_344532	NA
2973740	2974393	-	1	2215	SSO3228	NP_344533	NA
2974651	2975121	-	1	2216	SSO3230	NP_344534	2975044
2975459	2976436	+	1	2217	SSO3231	NP_344535	2975459
2976437	2977540	-	1	2218	SSO3232	NP_344536	2977542
2977559	2978956	-	1	2219	SSO3233	NP_344537	2978956
2978992	2979753	+	1	2220	SSO3234	NP_344538	NA
2979726	2980643	+	0	2220	SSO3235	NP_344539	NA
2980572	2981609	-	1	2221	SSO3237	NP_344540	NA
2981651	2982199	+	1	2222	SSO3238	NP_344541	NA
2982208	2984340	+	0	2222	SSO3239	NP_344542	NA
2984344	2984802	+	0	2222	SSO3240	NP_344543	NA
2984729	2985496	+	1	2223	SSO3241	NP_344544	NA
2985474	2985797	-	1	2224	SSO3242	NP_344545	2985797
2985858	2986814	+	1	2225	SSO3243	NP_344546	NA
2986787	2987929	+	0	2225	SSO3245	NP_344547	NA
2987926	2988291	-	1	2226	SSO3246	NP_344548	NA
2988382	2988735	+	1	2227	SSO3247	NP_344549	NA
2988756	2989226	+	1	2228	SSO3248	NP_344550	2988756
2989274	2990017	+	1	2229	SSO3250	NP_344551	2989274
2990014	2990940	-	1	2230	SSO3251	NP_344552	2990942
2990967	2991218	-	1	2231	SSO12252	NP_344553	2991218
2991315	2991467	+	1	2232	NA	NA	2991314
2991448	252	+	0	2232	SSO12256	NP_341577	NA
